;XOVIS_TIME;UWB_TIME;UWB_X;UWB_Y;XOVIS_X;XOVIS_Y;XOVIS_PERSON_ID
0;1557995046707;1557995046685;961;1981;263;178;27966
1;1557995046907;1557995046685;961;1981;263;178;27966
2;1557995047226;1557995047057;926;2247;263;178;27966
3;1557995047412;1557995047237;955;1997;263;178;27966
4;1557995047706;1557995047609;918;1988;263;178;27966
5;1557995048012;1557995047974;948;2209;263;177;27966
6;1557995048215;1557995048157;925;1977;264;177;27966
7;1557995048511;1557995048342;932;2240;264;176;27966
8;1557995048716;1557995048700;929;1986;264;176;27966
9;1557995048911;1557995048880;942;2232;263;175;27966
10;1557995049223;1557995049060;911;2021;264;176;27966
11;1557995049414;1557995049252;950;2227;264;176;27966
12;1557995049710;1557995049615;958;2000;264;175;27966
13;1557995049912;1557995049615;958;2000;264;176;27966
14;1557995050258;1557995050168;1007;2212;263;175;27966
15;1557995050414;1557995050346;960;2206;263;175;27966
16;1557995050712;1557995050346;960;2206;263;176;27966
17;1557995050914;1557995050898;929;2242;263;175;27966
18;1557995051223;1557995051079;946;1965;263;176;27966
19;1557995051413;1557995051259;965;2198;263;176;27966
20;1557995051707;1557995051439;967;2218;263;177;27966
21;1557995051908;1557995051813;973;2180;264;177;27966
22;1557995052206;1557995052173;985;1999;265;179;27966
23;1557995052425;1557995052357;957;2004;265;180;27966
24;1557995052712;1557995052537;962;2217;265;180;27966
25;1557995052912;1557995052908;978;2217;265;180;27966
26;1557995053224;1557995053089;960;2012;264;180;27966
27;1557995053419;1557995053089;960;2012;265;180;27966
28;1557995053709;1557995053641;918;2214;265;180;27966
29;1557995053913;1557995053822;955;2146;265;180;27966
30;1557995054216;1557995054194;911;2167;264;180;27966
31;1557995054411;1557995054374;909;2209;264;180;27966
32;1557995054710;1557995054567;906;2247;265;179;27966
33;1557995054914;1557995054747;912;2029;265;178;27966
34;1557995055222;1557995055111;920;2246;265;178;27966
35;1557995055448;1557995055292;914;2216;265;177;27966
36;1557995055715;1557995055664;931;2234;265;177;27966
37;1557995055911;1557995055843;899;2218;265;177;27966
38;1557995056212;1557995056204;933;2227;265;177;27966
39;1557995056512;1557995056204;933;2227;265;177;27966
40;1557995056714;1557995056577;936;2032;265;177;27966
41;1557995057011;1557995056937;959;2218;265;176;27966
42;1557995057245;1557995056937;959;2218;265;175;27966
43;1557995057409;1557995057309;920;2055;265;176;27966
44;1557995057705;1557995057680;941;2199;265;176;27966
45;1557995057908;1557995057680;941;2199;265;176;27966
46;1557995058214;1557995058041;915;2064;265;177;27966
47;1557995058413;1557995058221;921;2144;265;177;27966
48;1557995058710;1557995058591;897;2055;265;176;27966
49;1557995058911;1557995058771;913;2086;264;176;27966
50;1557995059215;1557995059141;904;2068;264;176;27966
51;1557995059408;1557995059321;942;2050;265;177;27966
52;1557995059716;1557995059685;955;2099;265;178;27966
53;1557995059911;1557995059865;919;2089;264;178;27966
54;1557995060210;1557995059865;919;2089;265;178;27966
55;1557995060410;1557995060238;879;2253;266;178;27966
56;1557995060706;1557995060599;910;2101;265;177;27966
57;1557995060937;1557995060791;923;2082;265;177;27966
58;1557995061224;1557995061151;988;2260;265;177;27966
59;1557995061511;1557995061151;988;2260;265;177;27966
60;1557995061712;1557995061703;917;2189;265;177;27966
61;1557995062012;1557995061884;943;2235;265;177;27966
62;1557995062216;1557995062064;924;2077;265;177;27966
63;1557995062407;1557995062064;924;2077;265;177;27966
64;1557995062715;1557995062615;924;2067;265;177;27966
65;1557995063010;1557995062978;888;2242;265;178;27966
66;1557995063224;1557995062978;888;2242;265;177;27966
67;1557995063413;1557995063350;960;2236;265;177;27966
68;1557995063711;1557995063711;878;2161;265;177;27966
69;1557995063912;1557995063711;878;2161;265;177;27966
70;1557995064208;1557995064083;940;2217;265;177;27966
71;1557995064414;1557995064263;929;2057;265;177;27966
72;1557995064710;1557995064635;939;2237;265;177;27966
73;1557995064911;1557995064815;893;2100;265;177;27966
74;1557995065232;1557995065182;924;2044;265;177;27966
75;1557995065412;1557995065365;935;2068;265;178;27966
76;1557995065708;1557995065545;955;2054;265;178;27966
77;1557995065911;1557995065545;955;2054;265;178;27966
78;1557995066249;1557995066099;866;2225;265;178;27966
79;1557995066410;1557995066279;933;2097;265;178;27966
80;1557995066707;1557995066639;890;2072;265;178;27966
81;1557995066909;1557995066823;942;2235;265;178;27966
82;1557995067237;1557995067183;932;2270;265;177;27966
83;1557995067409;1557995067373;910;2228;265;177;27966
84;1557995067707;1557995067553;880;2234;265;177;27966
85;1557995067914;1557995067733;915;2090;265;177;27966
86;1557995068219;1557995068109;878;2112;265;178;27966
87;1557995068418;1557995068289;912;2124;265;177;27966
88;1557995068710;1557995068662;923;2054;265;177;27966
89;1557995068909;1557995068842;936;2265;265;177;27966
90;1557995069232;1557995069024;874;2230;265;177;27966
91;1557995069409;1557995069387;985;2196;264;177;27966
92;1557995069714;1557995069387;985;2196;261;177;27966
93;1557995070025;1557995069760;1049;2323;260;178;27966
94;1557995070216;1557995070115;969;1780;260;177;27966
95;1557995070413;1557995070115;969;1780;260;176;27966
96;1557995070711;1557995070669;859;1629;260;175;27966
97;1557995070913;1557995070849;875;1415;260;175;27966
98;1557995071220;1557995071029;793;1451;261;175;27966
99;1557995071414;1557995071405;871;1312;262;175;27966
100;1557995071717;1557995071585;907;1618;262;175;27966
101;1557995071915;1557995071585;907;1618;262;175;27966
102;1557995072218;1557995072137;947;2213;260;175;27966
103;1557995072512;1557995072317;847;2404;260;175;27966
104;1557995072710;1557995072687;895;2374;260;175;27966
105;1557995072912;1557995072868;972;2629;260;175;27966
106;1557995073219;1557995073053;890;2616;260;175;27966
107;1557995073415;1557995073233;883;2574;260;175;27966
108;1557995073716;1557995073605;880;2454;260;175;27966
109;1557995074013;1557995073965;857;2481;260;175;27966
110;1557995074216;1557995074147;858;2624;259;175;27966
111;1557995074415;1557995074147;858;2624;259;175;27966
112;1557995074715;1557995074702;998;2234;258;175;27966
113;1557995074909;1557995074882;980;2280;257;175;27966
114;1557995074909;1557995074882;980;2280;273;193;27977
115;1557995075224;1557995075065;1111;2312;257;174;27966
116;1557995075224;1557995075065;1111;2312;275;195;27977
117;1557995075418;1557995075065;1111;2312;258;174;27966
118;1557995075418;1557995075065;1111;2312;276;195;27977
119;1557995075718;1557995075612;1204;2240;258;175;27966
120;1557995075718;1557995075612;1204;2240;279;194;27977
121;1557995075912;1557995075612;1204;2240;259;175;27966
122;1557995075912;1557995075612;1204;2240;282;192;27977
123;1557995076211;1557995076164;1348;2171;261;175;27966
124;1557995076211;1557995076164;1348;2171;285;191;27977
125;1557995076417;1557995076344;1323;2250;262;175;27966
126;1557995076417;1557995076344;1323;2250;285;191;27977
127;1557995076717;1557995076715;1297;2203;261;175;27966
128;1557995076717;1557995076715;1297;2203;285;191;27977
129;1557995076946;1557995076897;1247;2239;261;175;27966
130;1557995077222;1557995077077;1115;2401;261;175;27966
131;1557995077409;1557995077257;928;2257;261;174;27966
132;1557995077704;1557995077629;768;2096;261;174;27966
133;1557995078012;1557995077995;594;2132;260;175;27966
134;1557995078209;1557995077995;594;2132;259;176;27966
135;1557995078410;1557995078357;654;2147;259;177;27966
136;1557995078706;1557995078357;654;2147;259;176;27966
137;1557995079012;1557995078902;886;1784;259;176;27966
138;1557995079226;1557995079081;755;2261;259;177;27966
139;1557995079414;1557995079262;602;2113;258;176;27966
140;1557995079711;1557995079454;1021;1902;258;177;27966
141;1557995079911;1557995079818;978;2066;259;177;27966
142;1557995080208;1557995080188;1131;2010;260;177;27966
143;1557995080409;1557995080368;928;1946;262;177;27966
144;1557995080707;1557995080548;890;2141;262;177;27966
145;1557995080907;1557995080728;892;1995;263;178;27966
146;1557995081219;1557995081117;936;1987;264;180;27966
147;1557995081410;1557995081297;910;1978;265;180;27966
148;1557995081708;1557995081657;882;2056;265;179;27966
149;1557995081907;1557995081837;890;2103;265;179;27966
150;1557995082258;1557995081837;890;2103;264;178;27966
151;1557995082414;1557995081837;890;2103;265;178;27966
152;1557995082725;1557995081837;890;2103;265;177;27966
153;1557995082914;1557995082755;920;2011;265;177;27966
154;1557995083238;1557995082935;934;2124;264;177;27966
155;1557995083409;1557995082935;934;2124;264;177;27966
156;1557995083714;1557995083668;928;2172;265;177;27966
157;1557995084012;1557995083668;928;2172;265;177;27966
158;1557995084213;1557995084043;924;2023;265;177;27966
159;1557995084414;1557995084403;872;2138;265;177;27966
160;1557995084711;1557995084585;934;2032;264;177;27966
161;1557995084910;1557995084766;901;2143;265;176;27966
162;1557995085222;1557995085132;908;2021;265;177;27966
163;1557995085424;1557995085313;943;2135;264;177;27966
164;1557995085705;1557995085684;933;2179;265;178;27966
165;1557995085907;1557995085868;916;1965;265;178;27966
166;1557995086214;1557995086049;905;2137;265;178;27966
167;1557995086415;1557995086415;892;2118;265;177;27966
168;1557995086710;1557995086595;924;2117;265;178;27966
169;1557995086910;1557995086595;924;2117;265;178;27966
170;1557995087214;1557995087147;912;2150;266;177;27966
171;1557995087410;1557995087333;921;1985;267;177;27966
172;1557995087737;1557995087699;883;2089;266;178;27966
173;1557995087908;1557995087877;911;1977;266;178;27966
174;1557995088206;1557995087877;911;1977;264;179;27966
175;1557995088513;1557995088427;938;2123;263;180;27966
176;1557995088715;1557995088427;938;2123;262;179;27966
177;1557995088913;1557995088797;1067;2052;261;178;27966
178;1557995089222;1557995089158;952;2112;261;179;27966
179;1557995089408;1557995089336;940;2115;258;180;27966
180;1557995089714;1557995089516;948;1942;253;182;27966
181;1557995090014;1557995089888;959;2119;250;183;27966
182;1557995090212;1557995090067;939;2114;251;182;27966
183;1557995090413;1557995090261;958;1919;253;181;27966
184;1557995090706;1557995090621;960;2111;255;180;27966
185;1557995090907;1557995090813;938;2121;255;180;27966
186;1557995091222;1557995091173;964;2113;256;181;27966
187;1557995091413;1557995091173;964;2113;256;181;27966
188;1557995091708;1557995091542;938;1923;255;181;27966
189;1557995091909;1557995091725;962;2095;255;181;27966
190;1557995092223;1557995092110;922;2088;256;181;27966
191;1557995092414;1557995092290;910;1899;256;181;27966
192;1557995092710;1557995092650;903;1943;255;180;27966
193;1557995092909;1557995092650;903;1943;254;180;27966
194;1557995093268;1557995093203;920;1886;254;180;27966
195;1557995093413;1557995093203;920;1886;254;180;27966
196;1557995093709;1557995093584;937;2122;254;179;27966
197;1557995093911;1557995093748;947;2099;254;179;27966
198;1557995094210;1557995094116;953;2117;254;179;27966
199;1557995094414;1557995094303;987;2136;254;179;27966
200;1557995094711;1557995094662;936;2155;255;179;27966
201;1557995094911;1557995094843;1076;1998;258;178;27966
202;1557995095213;1557995095209;1084;2009;264;177;27966
203;1557995095512;1557995095397;1019;2022;268;178;27966
204;1557995095710;1557995095580;1040;2057;268;179;27966
205;1557995095910;1557995095763;920;2031;267;179;27966
206;1557995096205;1557995096130;1091;1680;264;179;27966
207;1557995096512;1557995096487;951;1882;263;178;27966
208;1557995096714;1557995096667;959;2098;263;178;27966
209;1557995097010;1557995096854;912;2144;263;178;27966
210;1557995097221;1557995097221;940;1943;264;179;27966
211;1557995097428;1557995097400;883;2042;264;179;27966
212;1557995097706;1557995097584;989;2116;263;178;27966
213;1557995097908;1557995097769;961;2106;263;178;27966
214;1557995098214;1557995098130;929;1993;263;178;27966
215;1557995098407;1557995098349;974;1907;264;179;27966
216;1557995098760;1557995098688;971;1875;264;179;27966
217;1557995098926;1557995098871;956;2122;263;179;27966
218;1557995099227;1557995099052;962;1915;264;179;27966
219;1557995099415;1557995099239;976;1880;264;179;27966
220;1557995099720;1557995099596;953;2123;263;180;27966
221;1557995099910;1557995099783;947;2088;264;180;27966
222;1557995100215;1557995100157;938;1901;264;181;27966
223;1557995100407;1557995100334;966;2106;265;181;27966
224;1557995100712;1557995100520;935;1897;265;180;27966
225;1557995100912;1557995100716;962;2108;265;180;27966
226;1557995101213;1557995101073;942;1868;265;180;27966
227;1557995101411;1557995101073;942;1868;265;181;27966
228;1557995101707;1557995101609;944;2113;265;181;27966
229;1557995101910;1557995101796;947;2117;265;180;27966
230;1557995102209;1557995102163;987;1924;265;180;27966
231;1557995102409;1557995102346;970;2115;265;179;27966
232;1557995102709;1557995102524;937;2138;265;179;27966
233;1557995102925;1557995102897;929;1900;265;180;27966
234;1557995103220;1557995103084;956;2113;265;180;27966
235;1557995103407;1557995103253;1117;2060;265;180;27966
236;1557995103717;1557995103615;989;2125;265;178;27966
237;1557995103907;1557995103798;995;1907;265;178;27966
238;1557995104225;1557995104169;926;2114;265;178;27966
239;1557995104407;1557995104347;993;1885;264;178;27966
240;1557995104714;1557995104708;922;1882;264;178;27966
241;1557995104913;1557995104708;922;1882;264;178;27966
242;1557995105213;1557995105116;983;2088;264;179;27966
243;1557995105415;1557995105264;969;2105;264;179;27966
244;1557995105714;1557995105446;977;1893;264;178;27966
245;1557995106011;1557995106002;943;2140;265;178;27966
246;1557995106213;1557995106175;960;2107;265;178;27966
247;1557995106412;1557995106384;959;2108;265;178;27966
248;1557995106707;1557995106559;904;2122;265;178;27966
249;1557995106910;1557995106751;983;1883;265;179;27966
250;1557995107220;1557995107106;957;1944;265;180;27966
251;1557995107413;1557995107285;973;1918;265;180;27966
252;1557995107705;1557995107642;942;1908;265;180;27966
253;1557995108014;1557995108009;966;1903;265;180;27966
254;1557995108214;1557995108189;946;2100;265;180;27966
255;1557995108413;1557995108374;944;1897;265;180;27966
256;1557995108709;1557995108565;958;1919;265;180;27966
257;1557995108908;1557995108565;958;1919;265;179;27966
258;1557995109219;1557995109106;974;1905;265;178;27966
259;1557995109413;1557995109286;968;1895;265;178;27966
260;1557995109710;1557995109474;933;2092;265;178;27966
261;1557995109910;1557995109836;998;1925;265;178;27966
262;1557995110213;1557995110204;940;2108;264;178;27966
263;1557995110411;1557995110204;940;2108;264;178;27966
264;1557995110705;1557995110560;1010;1893;265;178;27966
265;1557995110908;1557995110560;1010;1893;265;178;27966
266;1557995111220;1557995111125;933;2105;265;178;27966
267;1557995111437;1557995111290;955;1912;265;178;27966
268;1557995111717;1557995111663;998;1935;265;178;27966
269;1557995111909;1557995111663;998;1935;265;178;27966
270;1557995112218;1557995111663;998;1935;265;178;27966
271;1557995112416;1557995112392;952;1935;264;178;27966
272;1557995112721;1557995112572;961;2108;265;178;27966
273;1557995112912;1557995112572;961;2108;265;178;27966
274;1557995113213;1557995112936;956;2097;265;178;27966
275;1557995113408;1557995113308;964;1908;265;178;27966
276;1557995113711;1557995113674;956;2131;265;178;27966
277;1557995113910;1557995113674;956;2131;265;178;27966
278;1557995114209;1557995114042;981;1929;265;178;27966
279;1557995114408;1557995114408;965;1912;265;178;27966
280;1557995114715;1557995114590;960;2125;265;178;27966
281;1557995114940;1557995114779;949;1973;265;179;27966
282;1557995115218;1557995114956;942;2009;265;179;27966
283;1557995115410;1557995115323;916;2100;265;178;27966
284;1557995115705;1557995115690;976;1900;265;178;27966
285;1557995116013;1557995115873;972;2136;265;178;27966
286;1557995116212;1557995116049;906;1943;265;178;27966
287;1557995116413;1557995116238;962;1917;265;178;27966
288;1557995116709;1557995116600;918;1952;265;178;27966
289;1557995116908;1557995116783;924;2107;265;178;27966
290;1557995117230;1557995117147;954;1941;265;178;27966
291;1557995117429;1557995117326;971;1933;265;178;27966
292;1557995117714;1557995117697;945;2124;265;179;27966
293;1557995118010;1557995117882;942;2118;266;180;27966
294;1557995118212;1557995118060;922;2025;266;180;27966
295;1557995118511;1557995118428;920;1919;265;180;27966
296;1557995118715;1557995118617;951;1968;265;180;27966
297;1557995119013;1557995118980;1136;1976;266;180;27966
298;1557995119223;1557995119161;1096;1631;268;180;27966
299;1557995119415;1557995119349;1064;1695;269;180;27966
300;1557995119711;1557995119532;1113;1687;271;180;27966
301;1557995119914;1557995119895;1062;1793;273;180;27966
302;1557995120247;1557995120079;1004;1934;277;180;27966
303;1557995120409;1557995120079;1004;1934;277;182;27966
304;1557995120706;1557995120628;1150;1591;276;183;27966
305;1557995120907;1557995120628;1150;1591;274;182;27966
306;1557995121218;1557995121178;1036;2053;269;179;27966
307;1557995121415;1557995121178;1036;2053;266;179;27966
308;1557995121710;1557995121178;1036;2053;262;180;27966
309;1557995121912;1557995121908;1106;1655;261;180;27966
310;1557995122210;1557995122096;1103;1668;261;181;27966
311;1557995122408;1557995122277;1121;1973;262;181;27966
312;1557995122715;1557995122467;1051;1730;264;182;27966
313;1557995123010;1557995123003;1064;1702;269;184;27966
314;1557995123213;1557995123192;1076;1983;270;184;27966
315;1557995123421;1557995123192;1076;1983;270;183;27966
316;1557995123710;1557995123192;1076;1983;271;182;27966
317;1557995123910;1557995123742;1088;1674;271;182;27966
318;1557995124219;1557995124105;1058;1738;270;182;27966
319;1557995124411;1557995124105;1058;1738;269;182;27966
320;1557995124726;1557995124653;1030;1832;267;182;27966
321;1557995124907;1557995124837;1026;1844;266;182;27966
322;1557995125224;1557995125202;975;1824;265;182;27966
323;1557995125415;1557995125393;988;2070;264;182;27966
324;1557995125708;1557995125571;976;1819;264;182;27966
325;1557995125910;1557995125571;976;1819;265;182;27966
326;1557995126214;1557995126128;983;1854;265;182;27966
327;1557995126408;1557995126128;983;1854;265;182;27966
328;1557995126716;1557995126668;975;1829;264;182;27966
329;1557995126916;1557995126845;1010;2097;264;182;27966
330;1557995127224;1557995127215;979;1819;264;182;27966
331;1557995127412;1557995127389;966;1770;264;183;27966
332;1557995127706;1557995127389;966;1770;264;183;27966
333;1557995127908;1557995127754;981;2074;264;182;27966
334;1557995128227;1557995128129;1038;1818;264;182;27966
335;1557995128511;1557995128489;1024;2062;264;182;27966
336;1557995128715;1557995128686;1062;1746;264;182;27966
337;1557995129011;1557995128853;987;1804;264;182;27966
338;1557995129220;1557995129036;1000;1791;264;182;27966
339;1557995129411;1557995129408;1002;2039;264;182;27966
340;1557995129718;1557995129408;1002;2039;264;182;27966
341;1557995129909;1557995129770;1027;1823;265;182;27966
342;1557995130212;1557995130140;955;1805;265;181;27966
343;1557995130409;1557995130325;1009;1802;265;181;27966
344;1557995130715;1557995130691;1001;1826;265;181;27966
345;1557995130915;1557995130691;1001;1826;265;181;27966
346;1557995131219;1557995131069;1011;1789;267;182;27966
347;1557995131411;1557995131069;1011;1789;264;183;27966
348;1557995131706;1557995131434;1075;1691;252;191;27966
349;1557995131907;1557995131796;993;2062;249;196;27966
350;1557995132218;1557995131796;993;2062;249;197;27966
351;1557995132413;1557995132348;947;1896;249;197;27966
352;1557995132711;1557995132348;947;1896;248;196;27966
353;1557995132912;1557995132897;982;1874;248;196;27966
354;1557995133215;1557995133079;962;2111;248;197;27966
355;1557995133412;1557995133267;962;2106;249;197;27966
356;1557995133712;1557995133629;985;2110;249;198;27966
357;1557995133920;1557995133817;941;1905;257;192;27966
358;1557995134212;1557995134178;1065;1996;271;183;27966
359;1557995134413;1557995134356;918;1876;270;182;27966
360;1557995134707;1557995134356;918;1876;266;183;27966
361;1557995134909;1557995134728;1031;2056;267;186;27966
362;1557995135226;1557995135093;937;1937;273;195;27966
363;1557995135435;1557995135278;1091;1793;278;199;27966
364;1557995135710;1557995135641;1140;1941;281;201;27966
365;1557995136010;1557995135822;945;1994;278;199;27966
366;1557995136253;1557995136184;946;2310;274;195;27966
367;1557995136413;1557995136184;946;2310;267;191;27966
368;1557995136710;1557995136557;948;2458;258;186;27966
369;1557995136911;1557995136557;948;2458;255;184;27966
370;1557995137221;1557995137102;821;2537;254;182;27966
371;1557995137408;1557995137288;832;2579;256;181;27966
372;1557995137714;1557995137288;832;2579;259;182;27966
373;1557995137907;1557995137841;871;2644;260;182;27966
374;1557995138211;1557995138207;850;2611;261;180;27966
375;1557995138408;1557995138385;862;2646;262;180;27966
376;1557995138717;1557995138570;661;2648;264;180;27966
377;1557995138918;1557995138747;786;2642;267;180;27966
378;1557995139220;1557995139122;801;2734;271;179;27966
379;1557995139411;1557995139122;801;2734;272;178;27966
380;1557995139707;1557995139676;903;2786;273;178;27966
381;1557995139917;1557995139852;856;2745;266;178;27966
382;1557995140208;1557995139852;856;2745;255;176;27966
383;1557995140408;1557995140216;860;2774;255;176;27966
384;1557995140712;1557995140584;846;2769;260;178;27966
385;1557995140913;1557995140772;863;2782;268;179;27966
386;1557995141226;1557995141141;865;2700;274;179;27966
387;1557995141421;1557995141316;870;2661;274;179;27966
388;1557995141713;1557995141687;840;2762;274;179;27966
389;1557995141909;1557995141866;858;2713;274;179;27966
390;1557995142208;1557995142051;858;2697;271;179;27966
391;1557995142513;1557995142421;840;2790;274;179;27966
392;1557995142707;1557995142595;878;2730;268;178;27966
393;1557995142937;1557995142778;846;2788;260;177;27966
394;1557995143213;1557995143146;876;2767;256;177;27966
395;1557995143415;1557995143326;852;2811;256;178;27966
396;1557995143720;1557995143695;825;2774;256;177;27966
397;1557995143914;1557995143882;848;2806;256;177;27966
398;1557995144210;1557995144066;847;2803;256;178;27966
399;1557995144512;1557995144443;902;2657;256;177;27966
400;1557995144709;1557995144616;896;2754;258;178;27966
401;1557995144907;1557995144802;864;2782;259;180;27966
402;1557995145212;1557995144983;887;2696;261;182;27966
403;1557995145412;1557995145353;927;2707;261;182;27966
404;1557995145711;1557995145538;817;2727;260;181;27966
405;1557995145916;1557995145898;817;2653;266;179;27966
406;1557995146212;1557995146080;784;2750;274;179;27966
407;1557995146412;1557995146080;784;2750;273;180;27966
408;1557995146733;1557995146637;831;2731;272;180;27966
409;1557995146916;1557995146637;831;2731;272;179;27966
410;1557995147224;1557995147172;886;2712;272;179;27966
411;1557995147410;1557995147363;785;2773;272;179;27966
412;1557995147712;1557995147540;815;2737;272;179;27966
413;1557995147907;1557995147740;830;2672;272;179;27966
414;1557995148214;1557995148101;871;2733;272;179;27966
415;1557995148413;1557995148278;857;2658;269;179;27966
416;1557995148710;1557995148645;879;2609;270;179;27966
417;1557995148917;1557995148820;924;2544;270;179;27966
418;1557995149217;1557995149190;874;2729;265;178;27966
419;1557995149418;1557995149380;870;2799;262;177;27966
420;1557995149715;1557995149551;861;2795;264;178;27966
421;1557995149912;1557995149739;871;2688;270;179;27966
422;1557995150213;1557995150109;904;2710;272;179;27966
423;1557995150414;1557995150284;868;2693;271;179;27966
424;1557995150711;1557995150660;867;2717;272;179;27966
425;1557995150907;1557995150837;851;2695;273;179;27966
426;1557995151225;1557995151209;865;2709;265;179;27966
427;1557995151415;1557995151391;891;2722;261;178;27966
428;1557995151716;1557995151570;862;2725;260;178;27966
429;1557995151912;1557995151570;862;2725;258;177;27966
430;1557995152217;1557995152128;859;2761;262;178;27966
431;1557995152408;1557995152314;894;2701;262;178;27966
432;1557995152707;1557995152674;841;2786;264;178;27966
433;1557995153011;1557995152852;866;2779;268;178;27966
434;1557995153230;1557995153222;881;2729;268;178;27966
435;1557995153415;1557995153404;853;2748;267;178;27966
436;1557995153719;1557995153586;884;2731;263;178;27966
437;1557995153913;1557995153586;884;2731;261;178;27966
438;1557995154228;1557995154143;870;2721;262;178;27966
439;1557995154409;1557995154323;884;2706;264;178;27966
440;1557995154713;1557995154690;867;2741;260;178;27966
441;1557995154907;1557995154873;858;2741;258;178;27966
442;1557995155221;1557995155055;882;2797;260;178;27966
443;1557995155512;1557995155420;876;2748;260;178;27966
444;1557995155716;1557995155608;896;2717;262;178;27966
445;1557995155907;1557995155608;896;2717;260;177;27966
446;1557995156217;1557995156158;849;2684;257;177;27966
447;1557995156408;1557995156344;871;2663;260;178;27966
448;1557995156713;1557995156526;845;2777;263;179;27966
449;1557995156916;1557995156898;782;2708;261;179;27966
450;1557995157218;1557995157081;774;2701;260;179;27966
451;1557995157428;1557995157264;803;2682;259;179;27966
452;1557995157712;1557995157628;783;2729;256;178;27966
453;1557995157909;1557995157628;783;2729;256;178;27966
454;1557995158242;1557995158180;838;2750;256;177;27966
455;1557995158415;1557995158358;838;2758;257;177;27966
456;1557995158720;1557995158358;838;2758;257;177;27966
457;1557995159010;1557995158910;844;2735;256;177;27966
458;1557995159218;1557995158910;844;2735;256;178;27966
459;1557995159409;1557995159283;830;2753;256;178;27966
460;1557995159707;1557995159646;821;2728;257;178;27966
461;1557995159910;1557995159646;821;2728;256;179;27966
462;1557995160212;1557995160199;786;2755;256;178;27966
463;1557995160411;1557995160378;789;2744;256;177;27966
464;1557995160711;1557995160378;789;2744;256;178;27966
465;1557995160914;1557995160747;783;2724;256;178;27966
466;1557995161223;1557995161121;793;2726;257;178;27966
467;1557995161415;1557995161300;795;2736;256;177;27966
468;1557995161711;1557995161663;831;2698;255;177;27966
469;1557995161912;1557995161663;831;2698;255;177;27966
